fatigued_creative_id,nearest_stable_creative_id,feature_space_distance,top_feature_contrasts,observed_time_to_fatigue_days
500401,500221,5.027909998027102,early_revenue_usd: you=2.17e+04 vs stable_peer=8341 | early_spend_usd: you=8456 vs stable_peer=3209 | format: you=playable vs stable_peer=rewarded_video | language: you=en vs stable_peer=fr | theme: you=ugc vs stable_peer=reward | cta_text: you=Watch now vs stable_peer=Get offer,14.0
500407,500226,5.088895136910064,early_revenue_usd: you=1.928e+04 vs stable_peer=3.418e+04 | early_spend_usd: you=2797 vs stable_peer=8042 | hook_type: you=free shipping vs stable_peer=new collection | cta_text: you=Claim reward vs stable_peer=Watch now | subhead: you=Only this weekend vs stable_peer=Free shipping over $25 | emotional_tone: you=trustworthy vs stable_peer=urgent,13.0
500414,500380,5.951069395087679,early_revenue_usd: you=1.525e+05 vs stable_peer=8.002e+04 | early_spend_usd: you=9394 vs stable_peer=6367 | theme: you=gameplay vs stable_peer=wanderlust | hook_type: you=discover vs stable_peer=escape | cta_text: you=Shop now vs stable_peer=Order now | headline: you=Fly smarter vs stable_peer=Escape this weekend,11.0
500415,500307,4.714743762792946,early_revenue_usd: you=7.197e+04 vs stable_peer=6.699e+04 | early_spend_usd: you=2828 vs stable_peer=4811 | language: you=en vs stable_peer=ja | theme: you=urgency vs stable_peer=wanderlust | hook_type: you=last-minute deal vs stable_peer=limited offer | cta_text: you=Shop now vs stable_peer=Install now,14.0
500416,500599,3.6335122598780423,early_revenue_usd: you=8.98e+04 vs stable_peer=7.671e+04 | early_spend_usd: you=3924 vs stable_peer=5651 | language: you=es vs stable_peer=ja | theme: you=family vs stable_peer=destination | hook_type: you=book now vs stable_peer=discover | cta_text: you=Try for free vs stable_peer=Shop now,15.0
500426,501004,4.933295756262618,early_revenue_usd: you=1.991e+04 vs stable_peer=2.252e+04 | early_spend_usd: you=3225 vs stable_peer=5085 | format: you=rewarded_video vs stable_peer=interstitial | language: you=pt vs stable_peer=fr | theme: you=trailer vs stable_peer=trust | hook_type: you=new season vs stable_peer=watch now,14.0
500435,500288,4.625520384899606,early_revenue_usd: you=1.881e+04 vs stable_peer=1.248e+04 | early_spend_usd: you=4813 vs stable_peer=4047 | language: you=pt vs stable_peer=fr | theme: you=gameplay vs stable_peer=product-focus | hook_type: you=power-up vs stable_peer=limited offer | cta_text: you=Order now vs stable_peer=Start now,11.0
500436,500398,3.879507201039816,early_revenue_usd: you=1.619e+04 vs stable_peer=8402 | early_spend_usd: you=5049 vs stable_peer=3072 | language: you=fr vs stable_peer=en | cta_text: you=Shop now vs stable_peer=Install now | dominant_color: you=orange vs stable_peer=lime | copy_length_chars: you=59 vs stable_peer=28,13.0
500439,500043,5.4028254599350705,early_revenue_usd: you=3.214e+04 vs stable_peer=1.584e+04 | early_spend_usd: you=7015 vs stable_peer=3534 | format: you=rewarded_video vs stable_peer=interstitial | theme: you=celebrity vs stable_peer=product-focus | cta_text: you=Install now vs stable_peer=Order now | subhead: you=Shop bestsellers now vs stable_peer=Free shipping over $25,11.0
500453,500347,4.376157611113029,early_revenue_usd: you=6.398e+04 vs stable_peer=9.25e+04 | early_spend_usd: you=5877 vs stable_peer=6181 | language: you=en vs stable_peer=es | theme: you=destination vs stable_peer=discount | hook_type: you=last-minute deal vs stable_peer=discover | cta_text: you=Try for free vs stable_peer=Get offer,14.0
500458,500352,3.7950401922909744,early_revenue_usd: you=3.021e+04 vs stable_peer=1.953e+04 | early_spend_usd: you=4984 vs stable_peer=4566 | language: you=it vs stable_peer=ja | theme: you=destination vs stable_peer=combo | hook_type: you=free delivery vs stable_peer=fast | cta_text: you=Order now vs stable_peer=Get offer,11.0
500459,500749,3.795353156588547,early_revenue_usd: you=2.49e+04 vs stable_peer=1.75e+04 | early_spend_usd: you=4178 vs stable_peer=4148 | language: you=fr vs stable_peer=it | theme: you=product-focus vs stable_peer=discount | hook_type: you=free delivery vs stable_peer=2-for-1 | cta_text: you=Try for free vs stable_peer=Watch now,12.0
500468,500398,3.623057174170731,early_revenue_usd: you=1.457e+04 vs stable_peer=8402 | early_spend_usd: you=4333 vs stable_peer=3072 | format: you=rewarded_video vs stable_peer=playable | language: you=fr vs stable_peer=en | cta_text: you=Learn more vs stable_peer=Install now | dominant_color: you=blue vs stable_peer=lime,12.0
500471,500756,4.349415431709091,early_revenue_usd: you=2.623e+04 vs stable_peer=2.206e+04 | early_spend_usd: you=8551 vs stable_peer=6251 | format: you=playable vs stable_peer=rewarded_video | language: you=en vs stable_peer=fr | theme: you=fantasy vs stable_peer=drama | hook_type: you=power-up vs stable_peer=last-minute deal,10.0
500472,500543,4.268027890275489,early_revenue_usd: you=1.415e+04 vs stable_peer=1.949e+04 | early_spend_usd: you=4885 vs stable_peer=5880 | language: you=fr vs stable_peer=en | theme: you=fantasy vs stable_peer=competitive | hook_type: you=power-up vs stable_peer=security | cta_text: you=Claim reward vs stable_peer=Shop now,11.0
500480,500269,3.833017433945787,early_revenue_usd: you=5.97e+04 vs stable_peer=2.113e+04 | early_spend_usd: you=5974 vs stable_peer=1899 | language: you=en vs stable_peer=fr | theme: you=testimonial vs stable_peer=product-focus | hook_type: you=cashback vs stable_peer=challenge | cta_text: you=Start now vs stable_peer=Try for free,17.0
500486,500488,4.035124334552355,early_revenue_usd: you=7.139e+04 vs stable_peer=1.134e+05 | early_spend_usd: you=5586 vs stable_peer=1.065e+04 | language: you=en vs stable_peer=de | theme: you=discount vs stable_peer=family | hook_type: you=free shipping vs stable_peer=last-minute deal | cta_text: you=Try for free vs stable_peer=Learn more,12.0
500487,500525,5.1485262319155725,early_revenue_usd: you=1.05e+05 vs stable_peer=7.711e+04 | early_spend_usd: you=8586 vs stable_peer=6004 | hook_type: you=trending vs stable_peer=escape | cta_text: you=Watch now vs stable_peer=Try for free | headline: you=Last-minute savings vs stable_peer=Escape this weekend | dominant_color: you=orange vs stable_peer=teal,13.0
500489,500992,4.324338559064898,early_revenue_usd: you=9.779e+04 vs stable_peer=5.422e+04 | early_spend_usd: you=6573 vs stable_peer=4917 | format: you=rewarded_video vs stable_peer=interstitial | language: you=de vs stable_peer=en | theme: you=wanderlust vs stable_peer=urgency | hook_type: you=new collection vs stable_peer=challenge,13.0
500491,501031,4.314017681492125,early_revenue_usd: you=8.524e+04 vs stable_peer=6.245e+04 | early_spend_usd: you=7618 vs stable_peer=4653 | language: you=en vs stable_peer=es | theme: you=destination vs stable_peer=discount | hook_type: you=late-night vs stable_peer=last-minute deal | headline: you=Book your next trip vs stable_peer=Dream destinations await,12.0
500501,500119,5.003861145580659,early_revenue_usd: you=1.729e+04 vs stable_peer=2.444e+04 | early_spend_usd: you=3654 vs stable_peer=6109 | vertical: you=entertainment vs stable_peer=ecommerce | language: you=ja vs stable_peer=en | theme: you=trailer vs stable_peer=discount | hook_type: you=new season vs stable_peer=late-night,13.0
500504,500005,4.310846908263445,early_revenue_usd: you=1.03e+04 vs stable_peer=1.868e+04 | early_spend_usd: you=4086 vs stable_peer=8339 | format: you=interstitial vs stable_peer=rewarded_video | language: you=pt vs stable_peer=ja | theme: you=gameplay vs stable_peer=ugc | hook_type: you=challenge vs stable_peer=competition,12.0
500506,500328,4.0011923332863875,early_revenue_usd: you=1.514e+04 vs stable_peer=1.267e+04 | early_spend_usd: you=5807 vs stable_peer=5541 | theme: you=food-closeup vs stable_peer=reward | hook_type: you=save smarter vs stable_peer=power-up | cta_text: you=Get offer vs stable_peer=Install now | headline: you=Level up today vs stable_peer=Win epic rewards,10.0
500509,500577,5.4733628885841,early_revenue_usd: you=4.645e+04 vs stable_peer=4.057e+04 | early_spend_usd: you=2.052e+04 vs stable_peer=1.942e+04 | language: you=fr vs stable_peer=en | theme: you=competitive vs stable_peer=minimalist | hook_type: you=competition vs stable_peer=cashback | cta_text: you=Order now vs stable_peer=Learn more,10.0
500520,500987,4.986634488258208,"early_revenue_usd: you=1.622e+05 vs stable_peer=1.74e+05 | early_spend_usd: you=1.096e+04 vs stable_peer=1.618e+04 | theme: you=feature-focus vs stable_peer=testimonial | hook_type: you=security vs stable_peer=free rewards | cta_text: you=Learn more vs stable_peer=Claim reward | headline: you=Your money, clearer vs stable_peer=Secure & simple",10.0
500524,500987,5.942736083925288,early_revenue_usd: you=1.717e+05 vs stable_peer=1.74e+05 | early_spend_usd: you=1.647e+04 vs stable_peer=1.618e+04 | vertical: you=travel vs stable_peer=fintech | language: you=de vs stable_peer=es | theme: you=discount vs stable_peer=testimonial | hook_type: you=save smarter vs stable_peer=free rewards,10.0
500545,500041,4.836226901368914,early_revenue_usd: you=5.332e+04 vs stable_peer=3.582e+04 | early_spend_usd: you=1.911e+04 vs stable_peer=1.56e+04 | format: you=playable vs stable_peer=rewarded_video | theme: you=gameplay vs stable_peer=fantasy | hook_type: you=discover vs stable_peer=fast | cta_text: you=Learn more vs stable_peer=Shop now,10.0
500559,500419,4.152747401838347,early_revenue_usd: you=7.517e+04 vs stable_peer=8.987e+04 | early_spend_usd: you=3952 vs stable_peer=4752 | theme: you=testimonial vs stable_peer=trust | hook_type: you=free shipping vs stable_peer=escape | cta_text: you=Order now vs stable_peer=Install now | subhead: you=Special fares today vs stable_peer=Hotels + flights in one tap,11.0
500561,500347,4.5486381972822105,early_revenue_usd: you=8.271e+04 vs stable_peer=9.25e+04 | early_spend_usd: you=4755 vs stable_peer=6181 | language: you=it vs stable_peer=es | hook_type: you=book now vs stable_peer=discover | cta_text: you=Order now vs stable_peer=Get offer | subhead: you=Special fares today vs stable_peer=Flexible booking options,11.0
500562,500347,4.8766010674772176,early_revenue_usd: you=1.159e+05 vs stable_peer=9.25e+04 | early_spend_usd: you=6400 vs stable_peer=6181 | format: you=rewarded_video vs stable_peer=interstitial | theme: you=ugc vs stable_peer=discount | cta_text: you=Book now vs stable_peer=Get offer | headline: you=Dream destinations await vs stable_peer=Book your next trip,12.0
500563,501030,9.820061521380687,early_revenue_usd: you=3.706e+05 vs stable_peer=2.692e+05 | early_spend_usd: you=2.152e+04 vs stable_peer=2.118e+04 | format: you=rewarded_video vs stable_peer=native | width: you=360 vs stable_peer=320 | height: you=640 vs stable_peer=320 | language: you=it vs stable_peer=es,10.0
500565,500785,3.610533972160259,"early_revenue_usd: you=2.171e+04 vs stable_peer=2.651e+04 | early_spend_usd: you=4138 vs stable_peer=3402 | theme: you=feature-focus vs stable_peer=combo | headline: you=Fast food, fast vs stable_peer=Hungry? We got you | dominant_color: you=red vs stable_peer=orange | emotional_tone: you=excited vs stable_peer=adventurous",14.0
500569,500636,4.052396716330491,early_revenue_usd: you=1.362e+04 vs stable_peer=2.221e+04 | early_spend_usd: you=3069 vs stable_peer=5678 | language: you=ja vs stable_peer=en | theme: you=combo vs stable_peer=fantasy | hook_type: you=discover vs stable_peer=2-for-1 | cta_text: you=Claim reward vs stable_peer=Get offer,13.0
500573,500753,5.528717686313497,early_revenue_usd: you=2.969e+04 vs stable_peer=2.164e+04 | early_spend_usd: you=7314 vs stable_peer=5097 | language: you=es vs stable_peer=it | theme: you=celebrity vs stable_peer=combo | hook_type: you=trending vs stable_peer=free shipping | cta_text: you=Start now vs stable_peer=Try for free,11.0
500575,500138,4.612866558680333,early_revenue_usd: you=4.857e+04 vs stable_peer=3.948e+04 | early_spend_usd: you=1.131e+04 vs stable_peer=9908 | language: you=en vs stable_peer=es | theme: you=testimonial vs stable_peer=trailer | hook_type: you=watch now vs stable_peer=trending | cta_text: you=Shop now vs stable_peer=Order now,10.0
500592,500341,4.292766539932353,early_revenue_usd: you=3.788e+04 vs stable_peer=4.035e+04 | early_spend_usd: you=3534 vs stable_peer=3689 | language: you=en vs stable_peer=fr | theme: you=fantasy vs stable_peer=feature-focus | hook_type: you=new collection vs stable_peer=challenge | cta_text: you=Start now vs stable_peer=Book now,12.0
500594,500702,4.249798249060055,early_revenue_usd: you=6.429e+04 vs stable_peer=1.134e+05 | early_spend_usd: you=3285 vs stable_peer=5874 | language: you=it vs stable_peer=en | theme: you=family vs stable_peer=gameplay | hook_type: you=escape vs stable_peer=book now | headline: you=Escape this weekend vs stable_peer=Book your next trip,13.0
500596,500666,6.314642280732163,early_revenue_usd: you=1.918e+05 vs stable_peer=1.788e+05 | early_spend_usd: you=1.675e+04 vs stable_peer=1.305e+04 | format: you=rewarded_video vs stable_peer=interstitial | language: you=it vs stable_peer=en | theme: you=minimalist vs stable_peer=family | hook_type: you=2-for-1 vs stable_peer=escape,10.0
500597,500165,4.133903215647905,early_revenue_usd: you=4.783e+04 vs stable_peer=3.043e+04 | early_spend_usd: you=3036 vs stable_peer=2274 | language: you=fr vs stable_peer=it | theme: you=discount vs stable_peer=family | cta_text: you=Get offer vs stable_peer=Claim reward | headline: you=Last-minute savings vs stable_peer=Dream destinations await,13.0
500598,500347,4.949229156229196,early_revenue_usd: you=8.029e+04 vs stable_peer=9.25e+04 | early_spend_usd: you=5129 vs stable_peer=6181 | language: you=it vs stable_peer=es | hook_type: you=last-minute deal vs stable_peer=discover | cta_text: you=Shop now vs stable_peer=Get offer | subhead: you=Special fares today vs stable_peer=Flexible booking options,13.0
500602,500776,5.383111704677281,early_revenue_usd: you=3.467e+04 vs stable_peer=8.965e+04 | early_spend_usd: you=1.305e+04 vs stable_peer=4161 | vertical: you=food_delivery vs stable_peer=travel | language: you=ja vs stable_peer=pt | theme: you=gameplay vs stable_peer=wanderlust | hook_type: you=fast vs stable_peer=escape,10.0
500611,500539,4.782514207072334,early_revenue_usd: you=3.902e+04 vs stable_peer=3.268e+04 | early_spend_usd: you=1.139e+04 vs stable_peer=5553 | language: you=en vs stable_peer=es | headline: you=A new season drops vs stable_peer=Watch what’s trending | dominant_color: you=purple vs stable_peer=blue | emotional_tone: you=excited vs stable_peer=premium,13.0
500613,500109,4.404922321146418,early_spend_usd: you=5425 vs stable_peer=4954 | early_revenue_usd: you=1.444e+04 vs stable_peer=1.45e+04 | language: you=en vs stable_peer=de | theme: you=competitive vs stable_peer=combo | hook_type: you=challenge vs stable_peer=free rewards | cta_text: you=Watch now vs stable_peer=Order now,13.0
500614,500757,5.174147995255891,early_revenue_usd: you=1.663e+04 vs stable_peer=2.307e+04 | early_spend_usd: you=5877 vs stable_peer=7448 | language: you=de vs stable_peer=fr | theme: you=competitive vs stable_peer=minimalist | hook_type: you=challenge vs stable_peer=free rewards | headline: you=Join the arena vs stable_peer=Unlock rare gear,13.0
500615,500757,3.3120021982982215,early_revenue_usd: you=2.712e+04 vs stable_peer=2.307e+04 | early_spend_usd: you=1.043e+04 vs stable_peer=7448 | language: you=en vs stable_peer=fr | hook_type: you=challenge vs stable_peer=free rewards | cta_text: you=Install now vs stable_peer=Learn more | headline: you=Level up today vs stable_peer=Unlock rare gear,12.0
500617,500759,4.618536201832183,early_spend_usd: you=1.047e+04 vs stable_peer=6929 | early_revenue_usd: you=2.656e+04 vs stable_peer=2.382e+04 | format: you=rewarded_video vs stable_peer=playable | language: you=en vs stable_peer=fr | theme: you=reward vs stable_peer=urgency | cta_text: you=Install now vs stable_peer=Learn more,10.0
500624,500268,4.445286472529174,"early_revenue_usd: you=6.205e+04 vs stable_peer=4.706e+04 | early_spend_usd: you=4150 vs stable_peer=4040 | format: you=rewarded_video vs stable_peer=interstitial | theme: you=trust vs stable_peer=minimalist | headline: you=Save with confidence vs stable_peer=Track every euro | subhead: you=No hidden fees vs stable_peer=Fast signup, instant card",13.0
500632,500987,6.625032087496363,early_revenue_usd: you=2.334e+05 vs stable_peer=1.74e+05 | early_spend_usd: you=1.734e+04 vs stable_peer=1.618e+04 | vertical: you=travel vs stable_peer=fintech | language: you=fr vs stable_peer=es | theme: you=drama vs stable_peer=testimonial | hook_type: you=escape vs stable_peer=free rewards,10.0
500639,500926,4.538418660912074,early_revenue_usd: you=3.159e+04 vs stable_peer=3.965e+04 | early_spend_usd: you=6081 vs stable_peer=7562 | language: you=fr vs stable_peer=es | hook_type: you=late-night vs stable_peer=trending | cta_text: you=Try for free vs stable_peer=Install now | subhead: you=Late-night deals available vs stable_peer=Fresh favorites nearby,12.0
500642,500714,5.167764241203193,early_revenue_usd: you=2.94e+04 vs stable_peer=3.587e+04 | early_spend_usd: you=6906 vs stable_peer=7032 | language: you=fr vs stable_peer=ja | theme: you=drama vs stable_peer=trailer | cta_text: you=Learn more vs stable_peer=Try for free | headline: you=Watch what’s trending vs stable_peer=Exclusive tonight,12.0
500649,500542,3.886662258834824,early_revenue_usd: you=3.517e+04 vs stable_peer=3.89e+04 | early_spend_usd: you=1.198e+04 vs stable_peer=1.276e+04 | format: you=rewarded_video vs stable_peer=playable | theme: you=product-focus vs stable_peer=drama | cta_text: you=Install now vs stable_peer=Order now | dominant_color: you=purple vs stable_peer=orange,10.0
500652,500757,3.4968442232051373,early_revenue_usd: you=2.216e+04 vs stable_peer=2.307e+04 | early_spend_usd: you=7389 vs stable_peer=7448 | format: you=rewarded_video vs stable_peer=playable | language: you=en vs stable_peer=fr | theme: you=reward vs stable_peer=minimalist | hook_type: you=watch now vs stable_peer=free rewards,10.0
500667,500343,6.320322352724528,early_revenue_usd: you=2.016e+05 vs stable_peer=9.804e+04 | early_spend_usd: you=1.28e+04 vs stable_peer=5870 | language: you=en vs stable_peer=it | theme: you=minimalist vs stable_peer=discount | hook_type: you=late-night vs stable_peer=last-minute deal | cta_text: you=Start now vs stable_peer=Get offer,10.0
500668,500380,4.303473368563338,early_revenue_usd: you=7.752e+04 vs stable_peer=8.002e+04 | early_spend_usd: you=4515 vs stable_peer=6367 | hook_type: you=limited offer vs stable_peer=escape | subhead: you=Hotels + flights in one tap vs stable_peer=Flexible booking options | dominant_color: you=orange vs stable_peer=lime | emotional_tone: you=adventurous vs stable_peer=playful,13.0
500679,500754,2.5499564650921904,early_revenue_usd: you=2.507e+04 vs stable_peer=3.531e+04 | early_spend_usd: you=4860 vs stable_peer=6832 | language: you=en vs stable_peer=es | theme: you=drama vs stable_peer=celebrity | hook_type: you=trending vs stable_peer=watch now | cta_text: you=Try for free vs stable_peer=Start now,11.0
500680,501042,4.742385266441443,early_revenue_usd: you=2.943e+04 vs stable_peer=2.668e+04 | early_spend_usd: you=5826 vs stable_peer=8080 | language: you=es vs stable_peer=de | theme: you=ugc vs stable_peer=trailer | hook_type: you=book now vs stable_peer=fast | headline: you=Binge starts now vs stable_peer=A new season drops,11.0
500683,500934,4.562125632335171,early_revenue_usd: you=4.271e+04 vs stable_peer=2.723e+04 | early_spend_usd: you=8941 vs stable_peer=8402 | language: you=es vs stable_peer=de | theme: you=drama vs stable_peer=discount | cta_text: you=Shop now vs stable_peer=Get offer | headline: you=A new season drops vs stable_peer=Exclusive tonight,10.0
500686,500759,4.552371891074193,early_revenue_usd: you=2.815e+04 vs stable_peer=2.382e+04 | early_spend_usd: you=5402 vs stable_peer=6929 | language: you=es vs stable_peer=fr | theme: you=reward vs stable_peer=urgency | hook_type: you=last-minute deal vs stable_peer=challenge | cta_text: you=Shop now vs stable_peer=Learn more,13.0
500687,500288,4.840242579728876,early_spend_usd: you=2211 vs stable_peer=4047 | early_revenue_usd: you=1.135e+04 vs stable_peer=1.248e+04 | format: you=playable vs stable_peer=rewarded_video | language: you=pt vs stable_peer=fr | theme: you=fantasy vs stable_peer=product-focus | hook_type: you=power-up vs stable_peer=limited offer,12.0
500688,500581,4.912465744395398,early_spend_usd: you=4797 vs stable_peer=8960 | early_revenue_usd: you=2.193e+04 vs stable_peer=2.116e+04 | language: you=pt vs stable_peer=en | hook_type: you=challenge vs stable_peer=competition | cta_text: you=Try for free vs stable_peer=Claim reward | subhead: you=No ads in first week vs stable_peer=Free rewards for new players,10.0
500689,500216,4.964657764713776,early_spend_usd: you=2434 vs stable_peer=4639 | early_revenue_usd: you=1.22e+04 vs stable_peer=1.076e+04 | hook_type: you=power-up vs stable_peer=free shipping | cta_text: you=Try for free vs stable_peer=Watch now | subhead: you=No ads in first week vs stable_peer=Play with friends tonight | dominant_color: you=purple vs stable_peer=lime,11.0
500705,500018,3.2290617319352557,early_revenue_usd: you=5.829e+04 vs stable_peer=6.078e+04 | early_spend_usd: you=3296 vs stable_peer=4181 | language: you=en vs stable_peer=de | theme: you=competitive vs stable_peer=destination | hook_type: you=challenge vs stable_peer=escape | cta_text: you=Watch now vs stable_peer=Start now,15.0
500707,500236,4.375493313356756,early_revenue_usd: you=7.107e+04 vs stable_peer=6.851e+04 | early_spend_usd: you=5213 vs stable_peer=5679 | format: you=rewarded_video vs stable_peer=interstitial | theme: you=wanderlust vs stable_peer=trust | hook_type: you=discover vs stable_peer=book now | cta_text: you=Shop now vs stable_peer=Install now,15.0
500708,500960,4.28003639054465,early_revenue_usd: you=2.814e+04 vs stable_peer=3.208e+04 | early_spend_usd: you=4088 vs stable_peer=5591 | theme: you=discount vs stable_peer=combo | hook_type: you=late-night vs stable_peer=last-minute deal | cta_text: you=Shop now vs stable_peer=Order now | subhead: you=Late-night deals available vs stable_peer=Free delivery over $15,12.0
500709,500129,5.688956940574772,early_revenue_usd: you=2.818e+04 vs stable_peer=5.813e+04 | early_spend_usd: you=5849 vs stable_peer=3992 | vertical: you=food_delivery vs stable_peer=travel | language: you=es vs stable_peer=en | theme: you=urgency vs stable_peer=product-focus | hook_type: you=late-night vs stable_peer=discover,11.0
500711,500029,3.9512061247956747,early_spend_usd: you=2899 vs stable_peer=8388 | early_revenue_usd: you=1.863e+04 vs stable_peer=2.213e+04 | format: you=native vs stable_peer=banner | height: you=320 vs stable_peer=480 | language: you=es vs stable_peer=it | theme: you=discount vs stable_peer=combo,12.0
